Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels),Rotation Start Time (s),rotation_end_time (s),Rotation Duration (s)
79.46 s,-4.79 m,1.79 m,0.47 m,0.01 m/s,-0.10 m/s,0.00 m/s,-0.003643443,0.0030632957599561806,-0.015535032,-38 pixels,N/A,N/A,N/A
79.47 s,-4.79 m,1.79 m,0.47 m,0.01 m/s,-0.10 m/s,0.00 m/s,-0.003607872,0.0029282970623848033,-0.014528384,-34 pixels,N/A,N/A,N/A
79.5 s,-4.78 m,1.78 m,0.47 m,0.01 m/s,-0.10 m/s,0.00 m/s,-0.003219407,0.0023750793297301915,-0.01395219,-29 pixels,N/A,N/A,N/A
79.53 s,-4.79 m,1.78 m,0.47 m,0.01 m/s,-0.10 m/s,0.00 m/s,-0.002136724,0.0011228874840556737,-0.013631096,-24 pixels,N/A,N/A,N/A
79.55 s,-4.79 m,1.78 m,0.47 m,0.01 m/s,-0.10 m/s,0.00 m/s,-0.001058185,1.7398439110398848e-05,-0.01364681,-18 pixels,N/A,N/A,N/A
79.57 s,-4.79 m,1.78 m,0.47 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.00040236265880716054,-0.001405626,-0.013759396,-13 pixels,N/A,N/A,N/A
79.6 s,-4.79 m,1.77 m,0.47 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.003214127498252116,-0.004071215,-0.014155365,-2 pixels,N/A,N/A,N/A
79.62 s,-4.79 m,1.77 m,0.47 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.005482900848107633,-0.006179984,-0.014562947,-2 pixels,N/A,N/A,N/A
79.65 s,-4.79 m,1.77 m,0.47 m,0.01 m/s,-0.10 m/s,0.00 m/s,0.0087112915303408,-0.008992634,-0.015229818,-2 pixels,N/A,N/A,N/A
79.68 s,-4.79 m,1.77 m,0.47 m,0.01 m/s,-0.09 m/s,0.00 m/s,0.011585663571168478,-0.011353708,-0.015986806,-3 pixels,N/A,N/A,N/A
79.7 s,-4.79 m,1.76 m,0.47 m,0.02 m/s,-0.09 m/s,0.00 m/s,0.014950856607472479,-0.013877616,-0.017106168,-5 pixels,N/A,N/A,N/A
79.75 s,-4.79 m,1.76 m,0.47 m,0.02 m/s,-0.08 m/s,0.00 m/s,0.01890380313389683,-0.016340948,-0.019096302,-6 pixels,N/A,N/A,N/A
79.86 s,-4.78 m,1.75 m,0.47 m,0.05 m/s,-0.07 m/s,0.00 m/s,0.022056937649037055,-0.017051406,-0.023939743,-7 pixels,N/A,N/A,N/A
79.96 s,-4.78 m,1.75 m,0.47 m,0.06 m/s,-0.05 m/s,0.00 m/s,0.020193677987692813,-0.014742967,-0.028081547,-7 pixels,N/A,N/A,N/A
80.07 s,-4.77 m,1.74 m,0.47 m,0.08 m/s,-0.04 m/s,0.00 m/s,0.01651486403571418,-0.011183805,-0.031950281,-7 pixels,N/A,N/A,N/A
80.17 s,-4.76 m,1.74 m,0.47 m,0.10 m/s,-0.03 m/s,0.00 m/s,0.01303013408511225,-0.008181888,-0.034606903,-8 pixels,N/A,N/A,N/A
80.29 s,-4.75 m,1.74 m,0.47 m,0.11 m/s,-0.02 m/s,0.00 m/s,0.010147418627955842,-0.005286448,-0.036829141,-8 pixels,N/A,N/A,N/A
80.39 s,-4.74 m,1.74 m,0.47 m,0.11 m/s,-0.01 m/s,0.00 m/s,0.008098776235968603,-0.003271761,-0.038125375,-8 pixels,N/A,N/A,N/A
80.49 s,-4.73 m,1.74 m,0.47 m,0.12 m/s,-0.01 m/s,0.00 m/s,0.006855101343907605,-0.001567302,-0.039013923,-8 pixels,N/A,N/A,N/A
80.62 s,-4.71 m,1.74 m,0.47 m,0.12 m/s,-0.00 m/s,0.00 m/s,0.005742606730395281,-4.73E-05,-0.039774614,-8 pixels,N/A,N/A,N/A
80.72 s,-4.70 m,1.74 m,0.47 m,0.13 m/s,-0.00 m/s,0.00 m/s,0.005192539335965672,0.0009499379581828989,-0.040050362,-8 pixels,N/A,N/A,N/A
80.81 s,-4.69 m,1.74 m,0.47 m,0.13 m/s,-0.00 m/s,0.00 m/s,0.004529402158024007,0.0018694082249887194,-0.040200969,-8 pixels,N/A,N/A,N/A
80.93 s,-4.68 m,1.73 m,0.47 m,0.13 m/s,-0.00 m/s,0.00 m/s,0.003949423585401056,0.0029376839921112473,-0.040257382,-8 pixels,N/A,N/A,N/A
81.03 s,-4.66 m,1.73 m,0.47 m,0.13 m/s,-0.01 m/s,0.00 m/s,0.003363468293287206,0.003786498554646952,-0.040207046,-9 pixels,N/A,N/A,N/A
81.15 s,-4.65 m,1.73 m,0.47 m,0.13 m/s,-0.01 m/s,0.00 m/s,0.0028159794349976474,0.004551375338295355,-0.040307764,-9 pixels,N/A,N/A,N/A
81.25 s,-4.64 m,1.73 m,0.47 m,0.13 m/s,-0.01 m/s,-0.00 m/s,0.0021191318378452587,0.0050272932516698425,-0.040263088,-9 pixels,N/A,N/A,N/A
81.37 s,-4.62 m,1.73 m,0.47 m,0.13 m/s,-0.01 m/s,-0.00 m/s,0.0016326764971749546,0.005503357697402794,-0.040358694,-9 pixels,N/A,N/A,N/A
81.48 s,-4.61 m,1.73 m,0.47 m,0.13 m/s,-0.02 m/s,-0.00 m/s,0.001053764397038819,0.0057520884244340416,-0.040334903,-9 pixels,N/A,N/A,N/A
81.6 s,-4.60 m,1.73 m,0.47 m,0.13 m/s,-0.02 m/s,-0.00 m/s,0.0008272339878328544,0.006045056189854872,-0.040446885,-9 pixels,N/A,N/A,N/A
81.71 s,-4.58 m,1.73 m,0.47 m,0.13 m/s,-0.03 m/s,-0.00 m/s,0.00048093064518605434,0.006237081419700295,-0.040481578,-8 pixels,N/A,N/A,N/A
81.83 s,-4.57 m,1.72 m,0.47 m,0.12 m/s,-0.03 m/s,-0.00 m/s,0.0003318985207236365,0.006434622862148891,-0.040597313,-9 pixels,N/A,N/A,N/A
81.94 s,-4.56 m,1.72 m,0.47 m,0.12 m/s,-0.03 m/s,-0.00 m/s,-2.58E-05,0.00650672655536488,-0.040673322,-10 pixels,N/A,N/A,N/A
82.05 s,-4.55 m,1.72 m,0.47 m,0.12 m/s,-0.04 m/s,-0.00 m/s,-2.86E-06,0.006627179131921761,-0.040792158,-10 pixels,N/A,N/A,N/A
82.23 s,-4.53 m,1.71 m,0.47 m,0.12 m/s,-0.04 m/s,-0.00 m/s,-3.98E-05,0.006618613525811685,-0.040926084,-11 pixels,N/A,N/A,N/A
82.28 s,-4.52 m,1.71 m,0.47 m,0.11 m/s,-0.05 m/s,-0.00 m/s,-3.04E-05,0.006620313957532351,-0.040954839,-13 pixels,N/A,N/A,N/A
82.37 s,-4.51 m,1.70 m,0.47 m,0.11 m/s,-0.05 m/s,-0.00 m/s,-8.87E-05,0.006483979831863055,-0.040959876,-14 pixels,N/A,N/A,N/A
82.49 s,-4.50 m,1.70 m,0.47 m,0.11 m/s,-0.05 m/s,-0.00 m/s,9.798444387953556e-05,0.006307309869652523,-0.041052699,-15 pixels,N/A,N/A,N/A
82.59 s,-4.49 m,1.69 m,0.47 m,0.11 m/s,-0.06 m/s,-0.00 m/s,-7.69E-05,0.006082442047958404,-0.041105925,-16 pixels,N/A,N/A,N/A
82.7 s,-4.48 m,1.69 m,0.47 m,0.11 m/s,-0.06 m/s,-0.00 m/s,8.4864481411787e-05,0.00583166374026153,-0.041170119,-18 pixels,N/A,N/A,N/A
82.82 s,-4.47 m,1.68 m,0.47 m,0.11 m/s,-0.06 m/s,-0.00 m/s,-1.79E-05,0.005436122265374272,-0.041263933,-20 pixels,N/A,N/A,N/A
82.93 s,-4.46 m,1.67 m,0.47 m,0.11 m/s,-0.07 m/s,-0.00 m/s,0.00013523914917999195,0.005084847392605332,-0.041238805,-22 pixels,N/A,N/A,N/A
83.04 s,-4.45 m,1.67 m,0.47 m,0.10 m/s,-0.07 m/s,-0.00 m/s,2.9676556339339985e-05,0.004769796008080064,-0.041319883,-24 pixels,N/A,N/A,N/A
83.15 s,-4.44 m,1.66 m,0.47 m,0.10 m/s,-0.07 m/s,-0.00 m/s,0.00015527452078796807,0.004447929468009345,-0.041375765,-26 pixels,N/A,N/A,N/A
83.27 s,-4.43 m,1.65 m,0.47 m,0.10 m/s,-0.07 m/s,-0.00 m/s,-1.08E-05,0.00417549145282118,-0.041392653,-28 pixels,N/A,N/A,N/A
83.38 s,-4.42 m,1.65 m,0.47 m,0.10 m/s,-0.07 m/s,-0.00 m/s,0.00012795489359433034,0.003979133955695195,-0.041478191,-30 pixels,N/A,N/A,N/A
83.49 s,-4.41 m,1.64 m,0.47 m,0.10 m/s,-0.07 m/s,-0.00 m/s,5.9729896933696616e-05,0.003701919976078071,-0.041529841,-33 pixels,N/A,N/A,N/A
83.6 s,-4.40 m,1.63 m,0.47 m,0.10 m/s,-0.07 m/s,-0.00 m/s,0.0003755534971964275,0.003413902674512562,-0.041524575,-35 pixels,N/A,N/A,N/A
83.79 s,-4.38 m,1.62 m,0.47 m,0.10 m/s,-0.08 m/s,-0.00 m/s,0.0004975299748237552,0.0029631495572944523,-0.041634089,-38 pixels,N/A,N/A,N/A
83.82 s,-4.38 m,1.61 m,0.47 m,0.10 m/s,-0.08 m/s,-0.00 m/s,0.0004826685974719818,0.0028507936314477052,-0.041640313,-41 pixels,N/A,N/A,N/A
83.92 s,-4.37 m,1.61 m,0.47 m,0.10 m/s,-0.08 m/s,-0.00 m/s,0.00038868662031190515,0.002705210344938547,-0.041633873,-44 pixels,N/A,N/A,N/A
84.04 s,-4.36 m,1.60 m,0.47 m,0.10 m/s,-0.08 m/s,-0.00 m/s,0.000660067531008885,0.002505483759780221,-0.041649519,-47 pixels,N/A,N/A,N/A
84.16 s,-4.35 m,1.59 m,0.47 m,0.10 m/s,-0.07 m/s,-0.00 m/s,0.0006998927146904581,0.0023019436656550115,-0.04169582,-51 pixels,N/A,N/A,N/A
84.26 s,-4.34 m,1.58 m,0.47 m,0.10 m/s,-0.07 m/s,-0.00 m/s,0.0009585869995111928,0.0020571381165255093,-0.041720177,-54 pixels,N/A,N/A,N/A
84.38 s,-4.33 m,1.58 m,0.47 m,0.10 m/s,-0.07 m/s,-0.00 m/s,0.0009543235753296177,0.0018648833179341223,-0.041748625,-58 pixels,N/A,N/A,N/A
84.49 s,-4.32 m,1.57 m,0.47 m,0.10 m/s,-0.07 m/s,-0.00 m/s,0.0011020522021961863,0.0016587501124627538,-0.041723361,-61 pixels,N/A,N/A,N/A
84.61 s,-4.31 m,1.56 m,0.47 m,0.10 m/s,-0.07 m/s,0.00 m/s,0.000943646125800421,0.0015003603600098824,-0.041739648,-65 pixels,N/A,N/A,N/A
84.71 s,-4.30 m,1.56 m,0.47 m,0.10 m/s,-0.07 m/s,0.00 m/s,0.0010391620000019133,0.001433534623170497,-0.041806519,-69 pixels,N/A,N/A,N/A
84.81 s,-4.29 m,1.55 m,0.47 m,0.10 m/s,-0.07 m/s,0.00 m/s,0.000923822305913278,0.001335754384246273,-0.041846511,-73 pixels,N/A,N/A,N/A
84.91 s,-4.28 m,1.54 m,0.47 m,0.10 m/s,-0.07 m/s,0.00 m/s,0.0010991047142777817,0.0012837172824926271,-0.04188901,-78 pixels,N/A,N/A,N/A
85.02 s,-4.27 m,1.54 m,0.47 m,0.10 m/s,-0.07 m/s,0.00 m/s,0.0011092575541029647,0.0012159539403383331,-0.041961297,-82 pixels,N/A,N/A,N/A
85.13 s,-4.26 m,1.53 m,0.47 m,0.10 m/s,-0.07 m/s,0.00 m/s,0.0013220517124000275,0.001139266776892936,-0.041974668,-87 pixels,N/A,N/A,N/A
85.23 s,-4.25 m,1.52 m,0.47 m,0.10 m/s,-0.06 m/s,0.00 m/s,0.0013696698028302194,0.0011197303471902772,-0.042038428,-92 pixels,N/A,N/A,N/A
85.34 s,-4.24 m,1.52 m,0.47 m,0.10 m/s,-0.06 m/s,0.00 m/s,0.0014695547287036012,0.001087603806478161,-0.042017369,-97 pixels,N/A,N/A,N/A
85.45 s,-4.23 m,1.51 m,0.47 m,0.10 m/s,-0.06 m/s,0.00 m/s,0.0013047638120670187,0.001013139572643988,-0.042029338,-102 pixels,N/A,N/A,N/A
85.57 s,-4.22 m,1.50 m,0.47 m,0.10 m/s,-0.06 m/s,0.00 m/s,0.0013579539631908418,0.0009614658660628229,-0.042098247,-108 pixels,N/A,N/A,N/A
85.68 s,-4.22 m,1.50 m,0.47 m,0.10 m/s,-0.06 m/s,0.00 m/s,0.0012345485062692319,0.0010088201566245852,-0.042160963,-113 pixels,N/A,N/A,N/A
85.79 s,-4.21 m,1.49 m,0.47 m,0.10 m/s,-0.06 m/s,0.00 m/s,0.001358215797711012,0.0010057686969236455,-0.042184693,-118 pixels,N/A,N/A,N/A
85.9 s,-4.20 m,1.49 m,0.47 m,0.10 m/s,-0.06 m/s,0.00 m/s,0.0013294014834539633,0.0010218424163631278,-0.04227089,-122 pixels,N/A,N/A,N/A
86.01 s,-4.19 m,1.48 m,0.47 m,0.10 m/s,-0.05 m/s,0.00 m/s,0.0014257093126551633,0.000999579901558181,-0.04224893,-124 pixels,N/A,N/A,N/A
86.12 s,-4.18 m,1.48 m,0.47 m,0.10 m/s,-0.05 m/s,0.00 m/s,0.0012515251599927873,0.0009195078774967778,-0.042187201,-125 pixels,N/A,N/A,N/A
86.24 s,-4.17 m,1.47 m,0.47 m,0.10 m/s,-0.05 m/s,0.00 m/s,0.0012993113063865824,0.000937528000602116,-0.042157914,-127 pixels,N/A,N/A,N/A
86.35 s,-4.16 m,1.46 m,0.47 m,0.10 m/s,-0.05 m/s,0.00 m/s,0.0011975866262768932,-0.001524421,-0.042098776,-128 pixels,N/A,N/A,N/A
86.48 s,-4.15 m,1.46 m,0.47 m,0.10 m/s,-0.04 m/s,0.00 m/s,0.0012502918461722563,-0.012648275,-0.041991769,-130 pixels,N/A,N/A,N/A
86.59 s,-4.13 m,1.45 m,0.47 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.0013423110252855557,-0.018834204,-0.041944201,-132 pixels,N/A,N/A,N/A
86.71 s,-4.12 m,1.45 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001422787760368779,-0.016660029,-0.041979169,-133 pixels,N/A,N/A,N/A
86.84 s,-4.11 m,1.45 m,0.47 m,0.10 m/s,0.01 m/s,0.00 m/s,0.0015682436019525097,-0.005488317,-0.04215088,-132 pixels,N/A,N/A,N/A
86.97 s,-4.10 m,1.46 m,0.47 m,0.10 m/s,0.01 m/s,0.00 m/s,0.001562536760295393,0.0024366200262070374,-0.042170223,-132 pixels,N/A,N/A,N/A
87.09 s,-4.09 m,1.46 m,0.47 m,0.10 m/s,0.02 m/s,0.00 m/s,0.001727620271842569,-0.002529827,-0.042082967,-130 pixels,N/A,N/A,N/A
87.22 s,-4.08 m,1.46 m,0.47 m,0.10 m/s,0.02 m/s,0.00 m/s,0.0017282925551116645,-0.006159272,-0.042088994,-130 pixels,N/A,N/A,N/A
87.34 s,-4.07 m,1.46 m,0.47 m,0.10 m/s,0.02 m/s,0.00 m/s,0.0020070165808474733,0.0021679335159449616,-0.042074485,-130 pixels,N/A,N/A,N/A
87.46 s,-4.06 m,1.47 m,0.47 m,0.10 m/s,0.02 m/s,0.00 m/s,0.0020140849609006483,0.005536757934687439,-0.042100987,-130 pixels,N/A,N/A,N/A
87.58 s,-4.05 m,1.47 m,0.47 m,0.10 m/s,0.02 m/s,0.00 m/s,0.002179373354146326,-0.004971339,-0.042072906,-128 pixels,N/A,N/A,N/A
87.69 s,-4.04 m,1.47 m,0.47 m,0.10 m/s,0.03 m/s,0.00 m/s,0.002045799926478178,-0.016159733,-0.041990248,-127 pixels,N/A,N/A,N/A
87.82 s,-4.03 m,1.47 m,0.47 m,0.10 m/s,0.05 m/s,0.00 m/s,0.002103184978892632,-0.019746555,-0.041944176,-129 pixels,N/A,N/A,N/A
87.94 s,-4.02 m,1.48 m,0.47 m,0.10 m/s,0.07 m/s,0.00 m/s,0.0020505058417817543,-0.007936512,-0.042097298,-129 pixels,N/A,N/A,N/A
88.06 s,-4.01 m,1.49 m,0.47 m,0.10 m/s,0.07 m/s,0.00 m/s,0.002146316556032863,0.006275948904818774,-0.042259004,-129 pixels,N/A,N/A,N/A
88.17 s,-4.00 m,1.49 m,0.47 m,0.09 m/s,0.07 m/s,0.00 m/s,0.002294783130165897,-0.000184937,-0.042228013,-127 pixels,N/A,N/A,N/A
88.3 s,-3.99 m,1.50 m,0.47 m,0.09 m/s,0.07 m/s,0.00 m/s,0.0024614846186614804,-0.013512568,-0.042061821,-121 pixels,N/A,N/A,N/A
88.42 s,-3.98 m,1.51 m,0.47 m,0.09 m/s,0.08 m/s,0.00 m/s,0.002557346963626232,-0.016887182,-0.042083552,-118 pixels,N/A,N/A,N/A
88.54 s,-3.97 m,1.52 m,0.47 m,0.09 m/s,0.10 m/s,0.00 m/s,0.0026273417274893037,-0.012418686,-0.042110241,-120 pixels,N/A,N/A,N/A
88.67 s,-3.96 m,1.53 m,0.47 m,0.09 m/s,0.10 m/s,0.00 m/s,0.002744104181836308,0.0034937183529462463,-0.042228609,-120 pixels,N/A,N/A,N/A
88.81 s,-3.95 m,1.54 m,0.47 m,0.09 m/s,0.10 m/s,0.00 m/s,0.002784310959087193,0.006905434752148231,-0.042256847,-116 pixels,N/A,N/A,N/A
88.93 s,-3.94 m,1.55 m,0.47 m,0.09 m/s,0.09 m/s,0.00 m/s,0.002962097617775301,0.00963804888189816,-0.042302559,-108 pixels,N/A,N/A,N/A
89.05 s,-3.93 m,1.56 m,0.47 m,0.09 m/s,0.07 m/s,0.00 m/s,0.003008296087411607,0.017831790766736192,-0.042361587,-102 pixels,N/A,N/A,N/A
89.17 s,-3.92 m,1.57 m,0.47 m,0.09 m/s,0.05 m/s,0.00 m/s,0.0031440483565474946,0.017499420000577828,-0.042301681,-98 pixels,N/A,N/A,N/A
89.29 s,-3.91 m,1.57 m,0.47 m,0.09 m/s,0.04 m/s,-0.00 m/s,0.002910249532121489,0.0042127964507197024,-0.042217351,-93 pixels,N/A,N/A,N/A
89.42 s,-3.90 m,1.57 m,0.47 m,0.09 m/s,0.04 m/s,-0.00 m/s,0.002872079581101284,-0.004772345,-0.042183143,-88 pixels,N/A,N/A,N/A
89.54 s,-3.89 m,1.58 m,0.47 m,0.09 m/s,0.04 m/s,-0.00 m/s,0.002699995463825748,-0.001451254,-0.042228216,-87 pixels,N/A,N/A,N/A
89.65 s,-3.88 m,1.59 m,0.47 m,0.09 m/s,0.04 m/s,-0.00 m/s,0.0026138494896897654,0.011284096259524359,-0.042331976,-89 pixels,N/A,N/A,N/A
89.77 s,-3.87 m,1.59 m,0.47 m,0.09 m/s,0.03 m/s,-0.00 m/s,0.0025218352384348717,0.013987588271114139,-0.042339225,-90 pixels,N/A,N/A,N/A
89.89 s,-3.86 m,1.59 m,0.47 m,0.09 m/s,0.02 m/s,-0.00 m/s,0.0024093948514566236,0.003376849237370211,-0.042238095,-88 pixels,N/A,N/A,N/A
90.01 s,-3.85 m,1.59 m,0.47 m,0.09 m/s,0.02 m/s,-0.00 m/s,0.0023049329122004623,-0.008282912,-0.042139259,-83 pixels,N/A,N/A,N/A
90.12 s,-3.84 m,1.59 m,0.47 m,0.09 m/s,0.03 m/s,-0.00 m/s,0.002070896015062276,-0.00852204,-0.042194514,-80 pixels,N/A,N/A,N/A
90.24 s,-3.83 m,1.60 m,0.47 m,0.09 m/s,0.03 m/s,-0.00 m/s,0.0021315650463134984,0.002003541846709192,-0.042283954,-80 pixels,N/A,N/A,N/A
90.37 s,-3.82 m,1.60 m,0.47 m,0.09 m/s,0.03 m/s,-0.00 m/s,0.0020064677832420156,0.009423017486256305,-0.042349567,-83 pixels,N/A,N/A,N/A
90.49 s,-3.81 m,1.60 m,0.47 m,0.09 m/s,0.03 m/s,-0.00 m/s,0.0021616363719751583,-0.001215657,-0.042328063,-85 pixels,N/A,N/A,N/A
90.61 s,-3.80 m,1.60 m,0.47 m,0.09 m/s,0.04 m/s,-0.00 m/s,0.002126767067720917,-0.019235503,-0.042157267,-83 pixels,N/A,N/A,N/A
90.75 s,-3.79 m,1.61 m,0.47 m,0.09 m/s,0.06 m/s,-0.00 m/s,0.002325932551216748,-0.020938426,-0.042177593,-79 pixels,N/A,N/A,N/A
90.87 s,-3.78 m,1.62 m,0.47 m,0.09 m/s,0.08 m/s,-0.00 m/s,0.002432727639707786,-0.008358148,-0.042279653,-76 pixels,N/A,N/A,N/A
90.99 s,-3.76 m,1.63 m,0.47 m,0.09 m/s,0.09 m/s,-0.00 m/s,0.00253208809333018,-0.013199837,-0.042186531,-78 pixels,N/A,N/A,N/A
91.11 s,-3.75 m,1.64 m,0.47 m,0.09 m/s,0.11 m/s,-0.00 m/s,0.002832512404096922,-0.020453109,-0.042128455,-81 pixels,N/A,N/A,N/A
91.22 s,-3.74 m,1.65 m,0.47 m,0.09 m/s,0.12 m/s,-0.00 m/s,0.0029697724539534667,-0.021116605,-0.042098812,-82 pixels,N/A,N/A,N/A
91.35 s,-3.73 m,1.67 m,0.47 m,0.09 m/s,0.14 m/s,0.00 m/s,0.0033420070117147443,-0.014119222,-0.04212223,-76 pixels,N/A,N/A,N/A
91.47 s,-3.72 m,1.69 m,0.47 m,0.09 m/s,0.14 m/s,0.00 m/s,0.003420300359869198,0.00531752555237957,-0.042211373,-72 pixels,N/A,N/A,N/A
91.59 s,-3.71 m,1.70 m,0.47 m,0.09 m/s,0.13 m/s,0.00 m/s,0.003691891331497248,0.019220376223746307,-0.042278635,-71 pixels,N/A,N/A,N/A
91.71 s,-3.70 m,1.71 m,0.47 m,0.09 m/s,0.11 m/s,0.00 m/s,0.00368321691224666,0.013304369192856857,-0.042189855,-69 pixels,N/A,N/A,N/A
91.83 s,-3.69 m,1.72 m,0.47 m,0.09 m/s,0.10 m/s,0.00 m/s,0.00384916185046459,0.00421104147142221,-0.042092508,-64 pixels,N/A,N/A,N/A
91.94 s,-3.68 m,1.73 m,0.47 m,0.09 m/s,0.10 m/s,0.00 m/s,0.003850673912459412,0.003912063233219652,-0.042085244,-56 pixels,N/A,N/A,N/A
92.06 s,-3.67 m,1.75 m,0.47 m,0.09 m/s,0.08 m/s,0.00 m/s,0.0038385903984618306,0.014936218068125512,-0.042160755,-46 pixels,N/A,N/A,N/A
92.18 s,-3.66 m,1.76 m,0.47 m,0.09 m/s,0.07 m/s,-0.00 m/s,0.0036615372473433627,0.017719851715255957,-0.042148388,-37 pixels,N/A,N/A,N/A
92.3 s,-3.65 m,1.76 m,0.47 m,0.09 m/s,0.06 m/s,-0.00 m/s,0.003470717842334135,0.007470066915330026,-0.042054601,-34 pixels,N/A,N/A,N/A
92.42 s,-3.64 m,1.76 m,0.47 m,0.10 m/s,0.05 m/s,-0.00 m/s,0.0034010847979316135,0.0029855085383049813,-0.04201528,-33 pixels,N/A,N/A,N/A
92.54 s,-3.63 m,1.77 m,0.47 m,0.10 m/s,0.05 m/s,-0.00 m/s,0.0032696670229038606,0.004615369017326127,-0.042039691,-29 pixels,N/A,N/A,N/A
92.66 s,-3.62 m,1.78 m,0.47 m,0.10 m/s,0.04 m/s,-0.00 m/s,0.0031792195371792963,0.011345244288651727,-0.0421174,-24 pixels,N/A,N/A,N/A
92.78 s,-3.61 m,1.78 m,0.47 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.0028907706338063078,0.013213584803501311,-0.042120937,-19 pixels,N/A,N/A,N/A
92.9 s,-3.60 m,1.78 m,0.47 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.002827838991031205,0.006838246358815199,-0.042108567,-18 pixels,N/A,N/A,N/A
93.01 s,-3.59 m,1.78 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.002639608118868579,0.005165853114487698,-0.042120377,-18 pixels,N/A,N/A,N/A
93.13 s,-3.58 m,1.78 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.002537229430989284,0.005130637257557039,-0.042106532,-16 pixels,N/A,N/A,N/A
93.25 s,-3.57 m,1.78 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0021625149416144318,0.007405723443777652,-0.042116808,-14 pixels,N/A,N/A,N/A
93.37 s,-3.56 m,1.78 m,0.47 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.0021562890555870467,0.008921957506370832,-0.042088817,-11 pixels,N/A,N/A,N/A
93.5 s,-3.55 m,1.78 m,0.47 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.0018650163586835834,0.007139062215480881,-0.042084992,-11 pixels,N/A,N/A,N/A
93.62 s,-3.54 m,1.78 m,0.47 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.001900992240225561,0.003922702278934313,-0.04205706,-11 pixels,N/A,N/A,N/A
93.74 s,-3.53 m,1.78 m,0.47 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.001768595629936687,0.0024736261638641645,-0.041989062,-11 pixels,N/A,N/A,N/A
93.86 s,-3.52 m,1.77 m,0.47 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.0018457797209476764,0.0031287100348341224,-0.041962205,-10 pixels,N/A,N/A,N/A
93.98 s,-3.51 m,1.77 m,0.47 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.001878672235242442,0.003355958618797969,-0.042027374,-10 pixels,N/A,N/A,N/A
94.1 s,-3.50 m,1.77 m,0.47 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.0016660652834890315,0.0029164654388138694,-0.042003288,-10 pixels,N/A,N/A,N/A
94.22 s,-3.49 m,1.77 m,0.47 m,0.10 m/s,-0.03 m/s,-0.00 m/s,0.0016252491211032865,0.0020752981321342035,-0.041949201,-10 pixels,N/A,N/A,N/A
94.34 s,-3.47 m,1.76 m,0.47 m,0.10 m/s,-0.03 m/s,-0.00 m/s,0.0015135328287863845,0.0013879345545990086,-0.041961185,-12 pixels,N/A,N/A,N/A
94.46 s,-3.46 m,1.76 m,0.47 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.0017029258577666339,-0.000560672,-0.04189951,-13 pixels,N/A,N/A,N/A
94.57 s,-3.45 m,1.76 m,0.47 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.0016628762014645458,-0.000415586,-0.041906053,-14 pixels,N/A,N/A,N/A
94.69 s,-3.44 m,1.75 m,0.47 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.0018655484667957302,-0.002359978,-0.041926782,-14 pixels,N/A,N/A,N/A
94.82 s,-3.43 m,1.75 m,0.47 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.0017694335264547593,-0.005962597,-0.041847217,-15 pixels,N/A,N/A,N/A
94.94 s,-3.42 m,1.75 m,0.47 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.001864501492231926,-0.005695846,-0.041900454,-16 pixels,N/A,N/A,N/A
95.06 s,-3.41 m,1.75 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0018661638791978193,-0.002507436,-0.041949363,-18 pixels,N/A,N/A,N/A
95.18 s,-3.40 m,1.75 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0020654335104938384,0.00020484793118343898,-0.041922263,-19 pixels,N/A,N/A,N/A
95.29 s,-3.39 m,1.75 m,0.47 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.002313416300458221,-0.000871367,-0.041914302,-20 pixels,N/A,N/A,N/A
95.41 s,-3.38 m,1.75 m,0.47 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.0024387304799570802,-0.007236699,-0.041827886,-21 pixels,N/A,N/A,N/A
